Owner,Collection City,Collection City Geocoordinates,Binder,Number,Composer,Nationality,Title,Opera,Pub. City,Pub. State,Pub. Country,Pub. Coordinates,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,14,"Mould, J. Wrey",English,Stars of heav'n are gleaming,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,15,"Ahlström, Jakob Niklas",Swedish,Sea king's bride,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,16,,,Farewell my fatherland : Jenny Lind's song,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,17,"Hodson, G. A. (George Alexander)",English,"My home, my happy home : ballad",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,18,"Muller, Karl",,Dream : Jenny Lind,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,19,"Donizetti, Gaetano",Italian,Ah! why desire to light that face : romance in the opera Anna Boleyn = Deh! non voler costringere,Anna Bolena,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1844,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,20,"Donizetti, Gaetano",Italian,Marriage bell,Linda di Chamounix,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,21,"Bishop, Henry R. (Henry Rowley)",English,Home! Sweet home!,,New York,New York,United States,"40.7142700, -74.0059700",Jollie,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,22,"Donizetti, Gaetano",Italian,On the banks of the Guadalquiver,Linda di Chamounix,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,23,"Engelbrecht, J. C. (John Conrad)",American,"Good bye, or Farewell, farewell is a lonely sound",,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,24,,,Silver lake,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,1844,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,25,"Glover, Stephen",English,Give me a cot in the valley I love : favorite ballad,,New York,New York,United States,"40.7142700, -74.0059700",F. Riley,1839,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,26,"Romer, Frank",English,O would I were a boy again,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1839,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,27,"Bishop, Henry R. (Henry Rowley)",English,Take hence the bowl,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1839,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,28,"Stevenson, John",Irish,Oft in the stilly night : Scotch air,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,29,"Knight, Joseph Philip",English,Rocked in the cradle of the deep,,New York,New York,United States,"40.7142700, -74.0059700",C.E. Horn,,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,30,"Bishop, Henry R. (Henry Rowley)",English,Bloom is on the rye,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,31,"Glover, Charles William",English,Jeannette & Jeannot,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1840,Songs with piano,1,1
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,32,Rainer Family,,Mountain maid's invitation,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1841,1840,Songs with piano,1,1
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,33,"White, Edward L. (Edward Little)",American,Blue Juanita,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1840,Songs with piano,1,1
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,34,New Orleans Serenaders,,Nelly was a lady,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1840,Songs with piano,1,1
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,35,,,Carry me back to old Virginay,,New York,New York,United States,"40.7142700, -74.0059700",C. Holt Jr.,,1840,Songs with piano,1,1
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,36,,,Oh! Susanna,,,,United States,,,,1840,Songs with piano,0,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,37,"Foster, Stephen Collins",American,Nelly Bly,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1840,Songs with piano,1,0
Jennie F. Wilson,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.116,38,,,Dandy Broadway swell,,,,United States,,,,1840,Songs with piano,0,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,1,Author of Will you love me then as now,,Young ladies no,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,2,"Czurda, Vincent",,But where art thou?,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,3,"Walker, Edward L.",,Ever be happy!,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Stayman & Brothers,1849,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,4,"Romagnesi, A. (Antoine)",French,Exiles home,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Vocal duets with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,5,"Balfe, M. W. (Michael William)",Irish,I'm a merry Zingara,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,6,"Lee, Alexander",English,I am dreaming of thee,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,7,"Gosden, John T.",English immigrant,I have no joy but in thy smile,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",James E. Boswell,1839,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,8,"Knight, Joseph Philip",English,I'm queen of the fairy band,,Cincinnati,Ohio,United States,"39.1620000, -84.4568900",Peters & Field,1839,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,9,"Stevenson, John",Irish,I saw from the beach,,New York,New York,United States,"40.7142700, -74.0059700",F. Riley,1839,1840,Songs with piano,0,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,10,"Maretzek, Max",Czech,Tradita,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,11,"Peters, W. C. (William Cumming)",English immigrant,Oh think not less I love thee,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",W.C. Peters,1847,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,12,"Cherry, J. W. (John William)",English immigrant,Shells of ocean,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,1
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,13,"Mengis, J. Aimé",,Switzer's farewell,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,14,"Donizetti, Gaetano",Italian,Say wilt thou ever think of me,L'elisir d'amour,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,15,"Verdi, Giuseppe",Italian,Dream of peace,Nabucco,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,0,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,16,"Novello, Vincent",English,Infants prayer,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1840,Songs with piano,1,1
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,17,"Barbour, F. W.",,Prima donna,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,18,"Strini, Sig. S.",Italian,Sun shines over all,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,19,"Nelson, S. (Sydney)",English,Vale of rest : in Meyerbeer's opera The Huguenots,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,20,"Barker, George",English,Where are the friends of my youth?,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1840,Songs with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,21,"Barker, George",English,Chatelar to Mary,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1840,Songs with piano,1,1
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,22,"Bellman, Henry",,Friendship,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,,1840,Vocal duets with piano,1,0
Louise Morris Corcoran,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.117,23,"Curtiss, N. P. B. (Nathan P. B.)",American,Sisters parting,,New York,New York,United States,"40.7142700, -74.0059700",C.G. Christman,1852,1840,Vocal duets with piano,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,1,"Coppock, W. R. (William R.)",American,Buffalo City Guards,,Buffalo,New York,United States,"42.8864500, -78.8783700",Steele & Peck,,1830,Piano music,1,1
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,2,Lady of Baltimore,,Titus march,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,3,,,Washington's grand march,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,4,"Zeuner, Charles",German immigrant,Nahant march,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",C. Bradlee,1831,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,5,,,Russian march,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,6,"Goneke, John F.",,Governor Miller's grand march,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,7,,,Kendal march ; Pandean band,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,8,"Hews, George",American,Websters quick step,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,9,"Hewitt, James",English immigrant,Yankee Doodle,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,10,"King, William A.",English immigrant,Hail Columbia,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,1834,1830,Piano music,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,11,,,God save the king,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,12,"Moran, P. K. (Peter K.)",Irish,Occasional ode : Marseilles hymn,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,13,"Ulmo, E. E. (Edme E.)",,Kinlock of Kinlock,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,14,"Valentine, Thomas",,Aria alla Scozzese,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Fiot, Meignen & Co.",,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,15,,,Musette de Nina,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,16,"Panormo, Francis",Italian,Bird waltz,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,17,,,Favorite Swiss waltz,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,18,,,Much admired grand waltz from Der Freischutz,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,19,"O'Meara, Daniel A.",,Celebrated one finger'd sliding waltz,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,20,"Mozart, Wolfgang Amadeus",Austrian,Waltz,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,21,"Herz, Henri",Austrian,Celebrated Tyrolian waltz,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,22,"Mozart, Wolfgang Amadeus",Austrian,Life let us cherish,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,23,,,Lavender girl,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,24,,,Buy a broom,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,25,,,Kate Kearney : a celebrated Irish song,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,26,T. W. H. B. B.,,Coming' thro' the rye,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,27,"West, W.",,Does your mother know you're out,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,1,1
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,28,,,Sitting on a rail : the raccoon hunt,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,1836,1830,Songs with piano,1,1
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,29,"Lee, Alexander",English,I'm o'er young to marry yet,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,30,"Norton, Caroline Sheridan",English,Fanny Grey,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,31,"Blewitt, J. (Jonathan)",English,"John Nott, …why not",,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,32,"Braham, John",English,Let us haste to Kelvin grove,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,33,"Taylor, James B.",,Bring flowers,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,1834,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,34,"Neukomm, Sigismond",Austrian,Sea,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,35,"Russell, Henry",English,Woodman spare that tree!,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,1,1
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,36,"Russell, Henry",English,Ivy green waltz,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,1838,1830,Songs with piano,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,37,"Russell, Henry",English,"Wind of the winter night, whence comest thou?",,,,United States,,,,1830,Piano music,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,38,"Russell, Henry",English,Come brothers arouse,,,,United States,,,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,39,"Russell, Henry",English,Brave old oak,,,,United States,,,,1830,Songs with piano,0,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,40,"Russell, Henry",English,Some love to roam o'er the dark sea foam,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,1836,1830,Songs with piano,1,0
Abigail Fillmore,Buffalo,"42.8864500, -78.8783700",LOC M1 .A15 v.118,41,"Russell, Henry",English,My heart's in the highlands,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1830,Songs with piano,1,0
